Date,Open,High,Low,Close,Adj Close,Volume
1993-08-31,46.406200,46.562500,46.343700,46.562500,28.776781,66500
1993-09-01,46.406200,46.593700,46.406200,46.500000,28.738165,136500
1993-09-02,46.531200,46.593700,46.312500,46.343700,28.641562,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,28.660921,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,28.467798,196400
1993-09-08,46.062500,46.062500,45.593700,45.906200,28.371197,269900
1993-09-09,45.718700,46.031200,45.718700,46.000000,28.429171,239200
1993-09-10,46.125000,46.437500,46.062500,46.406200,28.680201,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,28.699543,66900
1993-09-14,46.312500,46.312500,46.093700,46.250000,28.583668,184500
1993-09-15,46.062500,46.406200,45.906200,46.375000,28.660921,101000
1993-09-16,46.312500,46.343700,46.156200,46.187500,28.545034,54300
1993-09-17,45.875000,45.906200,45.750000,45.812500,28.489710,200900
1993-09-20,45.875000,45.968700,45.437500,45.437500,28.256493,57800
1993-09-21,45.500000,45.562500,44.812500,45.281200,28.159281,318200
1993-09-22,45.437500,45.718700,45.375000,45.656200,28.392490,439700
1993-09-23,45.781200,45.937500,45.718700,45.906200,28.547960,88500
1993-09-24,45.843700,45.875000,45.718700,45.781200,28.470226,53500
1993-09-27,46.125000,46.281200,46.125000,46.281200,28.781162,274600
1993-09-28,46.312500,46.312500,46.156200,46.187500,28.722895,158300
1993-09-29,46.187500,46.312500,45.968700,46.031200,28.625710,221000
1993-09-30,46.031200,46.125000,45.843700,45.937500,28.567419,99300
1993-10-01,45.875000,46.218700,45.812500,46.156200,28.703426,22700
1993-10-04,46.218700,46.218700,46.093700,46.218700,28.742285,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156200,28.703426,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,28.684040,209200
1993-10-07,46.187500,46.187500,45.968700,46.000000,28.606300,59400
1993-10-08,46.125000,46.156200,45.718700,46.062500,28.645166,54400
1993-10-11,46.156200,46.250000,46.156200,46.156200,28.703426,467100
1993-10-12,46.218700,46.250000,46.187500,46.218700,28.742285,26200
1993-10-13,46.250000,46.250000,46.156200,46.218700,28.742285,139100
1993-10-14,46.406200,46.812500,46.281200,46.812500,29.111561,108100
1993-10-15,47.031200,47.156200,46.906200,47.062500,29.267044,1502500
1993-10-18,47.031200,47.031200,46.875000,46.937500,29.189287,722400
1993-10-19,46.875000,46.968700,46.593700,46.593700,28.975498,880100
1993-10-20,46.750000,46.750000,46.562500,46.656200,29.014364,230400
1993-10-21,46.687500,46.687500,46.531200,46.593700,28.975498,56200
1993-10-22,46.656200,46.843700,46.375000,46.375000,28.839499,390700
1993-10-25,46.406200,46.562500,46.281200,46.500000,28.917229,114500
1993-10-26,46.468700,46.500000,46.312500,46.468700,28.897766,186200
1993-10-27,46.406200,46.531200,46.406200,46.500000,28.917229,118400
1993-10-28,46.562500,46.968700,46.562500,46.843700,29.130960,129600
1993-10-29,46.812500,46.875000,46.781200,46.843700,29.130960,80700
1993-11-01,46.781200,47.000000,46.781200,46.968700,29.208694,36400
1993-11-02,46.906200,47.000000,46.656200,46.937500,29.189287,262100
1993-11-03,46.906200,46.906200,46.125000,46.343700,28.820038,479100
1993-11-04,46.343700,46.343700,45.812500,45.843700,28.509102,130400
1993-11-05,45.718700,46.062500,45.531200,46.062500,28.645166,363200
1993-11-08,46.093700,46.250000,45.968700,46.125000,28.684040,367600
1993-11-09,46.437500,46.468700,46.125000,46.156200,28.703426,246900
1993-11-10,46.156200,46.500000,46.031200,46.500000,28.917229,46500
1993-11-11,46.500000,46.625000,46.343700,46.375000,28.839499,88900
1993-11-12,46.468700,46.750000,46.437500,46.593700,28.975498,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,28.956091,243300
1993-11-16,46.656200,46.812500,46.468700,46.781200,29.092112,492600
1993-11-17,46.812500,46.812500,46.406200,46.531200,28.936640,39600
1993-11-18,46.468700,46.562500,46.281200,46.406200,28.858894,240800
1993-11-19,46.250000,46.375000,46.218700,46.312500,28.800627,106000
1993-11-22,46.187500,46.218700,45.875000,46.031200,28.625710,165300
1993-11-23,46.281200,46.312500,46.031200,46.281200,28.781162,89700
1993-11-24,46.406200,46.500000,46.343700,46.468700,28.897766,77200
1993-11-26,46.593700,46.593700,46.468700,46.500000,28.917229,1019800
1993-11-29,46.625000,46.718700,46.312500,46.312500,28.800627,517500
1993-11-30,46.281200,46.562500,46.250000,46.343700,28.820038,230000
1993-12-01,46.593700,46.625000,46.406200,46.406200,28.858894,379200
1993-12-02,46.500000,46.562500,46.406200,46.531200,28.936640,352000
1993-12-03,46.500000,46.718700,46.500000,46.718700,29.053234,306000
1993-12-06,46.781200,46.937500,46.781200,46.875000,29.150438,99500
1993-12-07,46.875000,46.906200,46.781200,46.843700,29.130960,88800
1993-12-08,46.843700,46.843700,46.781200,46.843700,29.130960,146700
1993-12-09,46.843700,46.906200,46.625000,46.687500,29.033825,416500
1993-12-10,46.718700,46.718700,46.500000,46.593700,28.975498,412900
1993-12-13,46.593700,46.875000,46.531200,46.875000,29.150438,273200
1993-12-14,46.906200,46.906200,46.531200,46.531200,28.936640,41900
1993-12-15,46.593700,46.625000,46.468700,46.468700,28.897766,82600
1993-12-16,46.656200,46.656200,46.562500,46.625000,28.994965,78200
1993-12-17,46.406200,46.593700,46.375000,46.562500,29.154316,104700
1993-12-20,46.531200,46.656200,46.500000,46.625000,29.193462,68800
1993-12-21,46.562500,46.562500,46.406200,46.468700,29.095579,205700
1993-12-22,46.593700,46.812500,46.500000,46.781200,29.291260,410300
1993-12-23,46.750000,46.843700,46.687500,46.750000,29.271729,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,29.428246,447100
1993-12-28,46.968700,47.125000,46.937500,47.093700,29.486904,880600
1993-12-29,47.125000,47.156200,47.000000,47.031200,29.447798,266700
1993-12-30,47.000000,47.000000,46.750000,46.843700,29.330391,219900
1993-12-31,46.937500,47.000000,46.562500,46.593700,29.173845,312900
1994-01-03,46.593700,46.656200,46.406200,46.468700,29.095579,960900
1994-01-04,46.531200,46.656200,46.468700,46.656200,29.212978,164300
1994-01-05,46.718700,46.781200,46.531200,46.750000,29.271729,710900
1994-01-06,46.812500,46.843700,46.687500,46.750000,29.271729,201000
1994-01-07,46.843700,47.062500,46.718700,47.031200,29.447798,775500
1994-01-10,47.093700,47.593700,46.968700,47.593700,29.799986,593700
1994-01-11,47.562500,47.562500,47.343700,47.500000,29.741320,295200
1994-01-12,47.531200,47.531200,47.187500,47.343700,29.643459,158400
1994-01-13,47.218700,47.312500,47.156200,47.218700,29.565203,244300
1994-01-14,47.375000,47.500000,47.375000,47.406200,29.682583,137200
1994-01-17,47.406200,47.468700,47.312500,47.406200,29.682583,17700
1994-01-18,47.468700,47.531200,47.375000,47.468700,29.721712,166400
1994-01-19,47.406200,47.468700,47.250000,47.343700,29.643459,200800
1994-01-20,47.406200,47.500000,47.375000,47.468700,29.721712,281100
1994-01-21,47.531200,47.531200,47.343700,47.375000,29.663044,85600
1994-01-24,47.343700,47.562500,47.187500,47.187500,29.545652,373800
1994-01-25,47.218700,47.250000,47.093700,47.187500,29.545652,310400
1994-01-26,47.187500,47.343700,47.125000,47.312500,29.623920,145100
1994-01-27,47.406200,47.812500,47.343700,47.750000,29.897856,344500
1994-01-28,47.937500,48.031200,47.875000,47.875000,29.976120,356500
1994-01-31,48.062500,48.312500,48.000000,48.218700,30.191328,313800
1994-02-01,48.156200,48.156200,47.906200,47.968700,30.034792,303600
1994-02-02,48.125000,48.281200,48.093700,48.281200,30.230455,307600
1994-02-03,48.187500,48.187500,47.906200,48.062500,30.093515,466100
1994-02-04,48.062500,48.125000,46.968700,46.968700,29.408642,1403200
1994-02-07,46.843700,47.312500,46.843700,47.187500,29.545652,516400
1994-02-08,47.281200,47.281200,47.031200,47.218700,29.565203,188200
1994-02-09,47.250000,47.437500,47.187500,47.406200,29.682583,144600
1994-02-10,47.375000,47.406200,47.000000,47.000000,29.428246,883900
1994-02-11,47.031200,47.281200,46.812500,47.156200,29.526051,519400
1994-02-14,47.062500,47.375000,47.000000,47.218700,29.565203,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468700,29.721712,374700
1994-02-16,47.531200,47.531200,47.343700,47.437500,29.702185,287600
1994-02-17,47.656200,47.687500,47.031200,47.156200,29.526051,342400
1994-02-18,47.187500,47.218700,46.750000,46.875000,29.349997,313300
1994-02-22,47.000000,47.343700,47.000000,47.343700,29.643459,154500
1994-02-23,47.406200,47.437500,47.062500,47.218700,29.565203,391700
1994-02-24,47.062500,47.062500,46.562500,46.593700,29.173845,770800
1994-02-25,46.656200,46.812500,46.562500,46.812500,29.310825,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,29.310825,333000
1994-03-01,46.812500,46.906200,46.375000,46.625000,29.193462,423600
1994-03-02,46.031200,46.687500,45.906200,46.687500,29.232578,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,29.154316,223200
1994-03-04,46.562500,46.812500,46.406200,46.687500,29.232578,595800
1994-03-07,46.843700,47.000000,46.843700,46.937500,29.389105,539800
1994-03-08,46.968700,46.968700,46.687500,46.750000,29.271729,880300
1994-03-09,46.812500,47.000000,46.593700,46.968700,29.408642,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593700,29.173845,207400
1994-03-11,46.656200,46.906200,46.406200,46.843700,29.330391,576600
1994-03-14,47.031200,47.031200,46.843700,46.906200,29.369518,345900
1994-03-15,47.000000,47.093700,46.843700,46.875000,29.349997,748600
1994-03-16,46.937500,47.250000,46.781200,47.250000,29.584776,455500
1994-03-17,47.093700,47.312500,47.093700,47.250000,29.584776,133000
1994-03-18,46.750000,47.031200,46.718700,46.968700,29.578300,365500
1994-03-21,46.812500,46.937500,46.718700,46.843700,29.499578,324800
1994-03-22,46.843700,47.062500,46.750000,46.968700,29.578300,435700
1994-03-23,46.937500,47.062500,46.906200,46.937500,29.558647,698500
1994-03-24,46.750000,46.843700,46.156200,46.375000,29.204432,1200500
1994-03-25,46.406200,46.531200,45.937500,45.937500,28.928890,100900
1994-03-28,46.000000,46.062500,45.593700,46.000000,28.968267,1117200
1994-03-29,46.000000,46.031200,45.093700,45.093700,28.397522,338400
1994-03-30,45.125000,45.250000,44.468700,44.468700,28.003927,1123900
1994-03-31,44.468700,44.687500,43.531200,44.593700,28.082661,788800
1994-04-04,43.343700,44.031200,43.343700,43.906200,27.649715,2627300
1994-04-05,44.343700,44.812500,44.343700,44.812500,28.220434,1179000
1994-04-06,44.875000,44.906200,44.500000,44.812500,28.220434,516500
1994-04-07,44.781200,45.125000,44.531200,45.031200,28.358168,666100
1994-04-08,44.937500,44.937500,44.468700,44.687500,28.141722,242400
1994-04-11,44.812500,45.062500,44.703098,44.875000,28.259802,203300
1994-04-12,44.921799,45.000000,44.718700,44.812500,28.220434,1409200
1994-04-13,44.796799,44.906200,44.250000,44.578098,28.072830,364100
1994-04-14,44.500000,44.828098,44.406200,44.593700,28.082661,419900
1994-04-15,44.578098,44.781200,44.515598,44.593700,28.082661,387300
1994-04-18,44.640598,44.765598,44.156200,44.296799,27.895676,369100
1994-04-19,44.250000,44.531200,43.984299,44.359299,27.935049,472200
1994-04-20,44.406200,44.515598,44.078098,44.312500,27.905561,508000
1994-04-21,44.500000,44.968700,44.343700,44.906200,28.279440,200300
1994-04-22,45.015598,45.046799,44.734299,44.859299,28.249910,301800
1994-04-25,44.843700,45.359299,44.843700,45.328098,28.545137,394600
1994-04-26,45.265598,45.343700,45.187500,45.281200,28.515602,399000
1994-04-28,45.187500,45.250000,44.812500,44.953098,28.308994,287000
1994-04-29,44.875000,45.156200,44.812500,45.093700,28.397522,481900
1994-05-02,45.093700,45.718700,44.937500,45.375000,28.574667,275000
1994-05-03,45.390598,45.406200,45.062500,45.328098,28.545137,183400
1994-05-04,45.421799,45.421799,45.078098,45.250000,28.495964,401900
1994-05-05,45.296799,45.375000,45.187500,45.187500,28.456596,659800
1994-05-06,44.968700,44.968700,44.593700,44.750000,28.181078,216300
1994-05-09,44.625000,44.750000,44.281200,44.359299,27.935049,499300
1994-05-10,44.578098,44.843700,44.546799,44.703098,28.151548,583400
1994-05-11,44.656200,44.718700,44.171799,44.296799,27.895676,210600
1994-05-12,44.578098,44.625000,44.406200,44.515598,28.033474,305200
1994-05-13,44.640598,44.640598,44.296799,44.515598,28.033474,321300
1994-05-16,44.609299,44.750000,44.515598,44.531200,28.043301,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,28.456596,470200
1994-05-18,45.218700,45.687500,45.015598,45.515598,28.663204,824800
1994-05-19,45.421799,45.859299,45.421799,45.734299,28.800928,531000
1994-05-20,45.656200,45.687500,45.500000,45.562500,28.692757,370400
1994-05-23,45.515598,45.531200,45.343700,45.484299,28.643499,262700
1994-05-24,45.609299,45.843700,45.609299,45.671799,28.761585,549600
1994-05-25,45.500000,45.828098,45.343700,45.796799,28.840282,738200
1994-05-26,45.781200,45.937500,45.734299,45.828098,28.860008,369600
1994-05-27,45.750000,45.875000,45.671799,45.875000,28.889549,162000
1994-05-31,45.734299,45.906200,45.656200,45.812500,28.850195,160000
1994-06-01,45.703098,46.015598,45.562500,46.015598,28.978064,200500
1994-06-02,46.046799,46.046799,45.890598,45.968700,28.948551,55100
1994-06-03,46.000000,46.390598,45.859299,46.234299,29.115801,550400
1994-06-06,46.328098,46.468700,46.187500,46.218700,29.106001,99300
1994-06-07,46.140598,46.218700,46.031200,46.156200,29.066635,120600
1994-06-08,46.265598,46.265598,45.781200,45.781200,28.830471,131900
1994-06-09,45.984299,46.031200,45.890598,46.031200,28.987911,80500
1994-06-10,46.078098,46.203098,46.078098,46.109299,29.037098,83100
1994-06-13,46.046799,46.187500,46.031200,46.171799,29.076458,109700
1994-06-14,46.312500,46.546799,46.312500,46.531200,29.302784,161000
1994-06-15,46.546799,46.562500,46.312500,46.343700,29.184711,142800
1994-06-16,46.343700,46.468700,46.296799,46.437500,29.243790,44000
1994-06-17,46.156200,46.203098,45.812500,45.875000,29.080549,403800
1994-06-20,45.546799,45.625000,45.437500,45.484299,28.832876,137400
1994-06-21,45.453098,45.453098,44.906200,45.093700,28.585272,139200
1994-06-22,45.218700,45.421799,45.171799,45.265598,28.694244,279900
1994-06-23,45.343700,45.406200,44.937500,45.000000,28.525881,922500
1994-06-24,44.781200,44.781200,44.000000,44.062500,27.931602,353800
1994-06-27,44.234299,44.828098,44.015598,44.828098,28.416903,371200
1994-06-28,44.843700,44.843700,44.250000,44.609299,28.278208,5382300
1994-06-29,44.671799,45.015598,44.625000,44.750000,28.367393,311800
1994-06-30,44.828098,44.843700,44.312500,44.468700,28.189072,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,28.248541,406900
1994-07-05,44.656200,44.859299,44.515598,44.796799,28.397074,112000
1994-07-06,44.625000,44.812500,44.468700,44.734299,28.357454,174800
1994-07-07,44.734299,44.921799,44.687500,44.921799,28.476295,66700
1994-07-08,44.640598,44.984299,44.625000,44.906200,28.466404,148400
1994-07-11,44.937500,45.015598,44.531200,44.750000,28.367393,124000
1994-07-12,44.765598,44.828098,44.515598,44.812500,28.407019,257300
1994-07-13,44.828098,45.031200,44.828098,44.890598,28.456530,532700
1994-07-14,45.109299,45.468700,45.078098,45.375000,28.763586,494200
1994-07-15,45.343700,45.484299,45.328098,45.390598,28.773470,49100
1994-07-18,45.390598,45.578098,45.390598,45.468700,28.822990,72300
1994-07-19,45.546799,45.562500,45.375000,45.375000,28.763586,609500
1994-07-20,45.406200,45.406200,45.062500,45.171799,28.634785,185300
1994-07-21,45.171799,45.296799,45.078098,45.265598,28.694244,86300
1994-07-22,45.375000,45.406200,45.250000,45.343700,28.743731,151600
1994-07-25,45.359299,45.453098,45.312500,45.406200,28.783367,120900
1994-07-26,45.390598,45.421799,45.312500,45.359299,28.753633,489600
1994-07-27,45.359299,45.359299,45.171799,45.359299,28.753633,83200
1994-07-28,45.359299,45.578098,45.359299,45.453098,28.813091,828200
1994-07-29,45.765598,46.046799,45.750000,45.906200,29.100325,459100
1994-08-01,45.937500,46.156200,45.890598,46.125000,29.239023,486300
1994-08-02,46.281200,46.375000,46.031200,46.187500,29.278648,505500
1994-08-03,46.171799,46.234299,46.093700,46.203098,29.288532,144100
1994-08-04,46.171799,46.218700,45.921799,45.937500,29.120153,231700
1994-08-05,45.703098,45.843700,45.656200,45.781200,29.021086,138400
1994-08-08,45.828098,45.937500,45.781200,45.890598,29.090435,328600
1994-08-09,45.718700,45.968700,45.718700,45.968700,29.139940,105900
1994-08-10,46.000000,46.187500,45.937500,46.140598,29.248920,840300
1994-08-11,46.031200,46.234299,45.734299,45.968700,29.139940,876200
1994-08-12,46.046799,46.343700,46.046799,46.328098,29.367773,184100
1994-08-15,46.375000,46.484299,46.312500,46.312500,29.357876,325900
1994-08-16,46.343700,46.687500,46.156200,46.640598,29.565863,1089500
1994-08-17,46.703098,46.734299,46.578098,46.609299,29.546021,133700
1994-08-18,46.453098,46.562500,46.406200,46.453098,29.447010,620000
1994-08-19,46.468700,46.515598,46.312500,46.421799,29.427168,103200
1994-08-22,46.437500,46.437500,46.281200,46.375000,29.397520,79700
1994-08-23,46.578098,46.859299,46.515598,46.640598,29.565863,268600
1994-08-24,46.687500,47.140598,46.671799,47.140598,29.882822,254700
1994-08-25,47.093700,47.203098,46.890598,47.015598,29.803581,147400
